,Nb_iterations,Call_down_and_out,Call_EU
0,50,3.5825935792070664,2.1833406089530762
1,100,3.094826354262178,2.5305549234364446
2,150,3.0705077163230423,2.5148688522284743
3,200,2.79989014318934,3.1094152232599304
4,250,2.9023646395100093,3.3438632078858754
5,300,3.036602961225232,3.4727187567482165
6,350,3.0339125393156237,3.4192727906986446
7,400,3.125435070181972,3.3025232103869335
8,450,3.131048672177382,3.3015865763779058
9,500,3.1853342614570126,3.2898273260439534
10,550,3.2579842044900293,3.3511859347315283
11,600,3.3097683146145327,3.2817642777900007
12,650,3.3397925787414646,3.249686294619053
13,700,3.2848998874719757,3.3416742557892105
14,750,3.32778431422712,3.5053002159320545
15,800,3.298875388650278,3.442529750984168
16,850,3.307617463239714,3.4637472875761177
17,900,3.2875092185340042,3.4982566201506073
18,950,3.297732058717645,3.5004198736372456
19,1000,3.2094170189986393,3.535217959456445
20,1050,3.2392753825180853,3.545948315918393
21,1100,3.2439262979699803,3.557666935973432
22,1150,3.2853090785017405,3.5375609552260654
23,1200,3.23971612903945,3.5929714256136243
24,1250,3.2833865008297534,3.5585361628018846
25,1300,3.283360628979377,3.559238786438496
26,1350,3.263072436619957,3.561574067109754
27,1400,3.2324528880975554,3.538541071527318
28,1450,3.2436064967686065,3.5762772770121813
29,1500,3.254021891393924,3.569525052748054
30,1550,3.272317022460617,3.521418688683432
31,1600,3.315297841123612,3.5350421587023293
32,1650,3.289036518956922,3.5339711787407206
33,1700,3.29388571237323,3.5532656134926848
34,1750,3.281581383790683,3.634559801026381
35,1800,3.2699970153798974,3.5917252795924175
36,1850,3.2648191468238714,3.5509704613390594
37,1900,3.2628279987546556,3.536042964906429
38,1950,3.2613847279289514,3.539618426865431
39,2000,3.286510714821354,3.5364715591890428
40,2050,3.2983839005776643,3.5488914928925706
41,2100,3.2979602445038285,3.5717128457237086
42,2150,3.326301563717734,3.5887903182901435
43,2200,3.3157523823561754,3.6340061374872636
44,2250,3.3273486747174306,3.6209072002409224
45,2300,3.35274781744038,3.6272484586064393
46,2350,3.343330358312243,3.6067871525260684
47,2400,3.349728094998598,3.618180465013318
48,2450,3.348735575046376,3.610515254853214
49,2500,3.3286792287298366,3.620100413887937
50,2550,3.327279632138091,3.6223299833748612
51,2600,3.355409414014904,3.618916883226681
52,2650,3.3390208596599593,3.6161059322166857
53,2700,3.3277426145729705,3.6225310162359023
54,2750,3.303991816952526,3.6455510713036916
55,2800,3.30230117791644,3.6477617365340755
56,2850,3.3005460058318232,3.645264159377741
57,2900,3.284329795133095,3.6385070857999278
58,2950,3.307779105415613,3.6329819033520065
59,3000,3.310037732529237,3.629150028493812
60,3050,3.3138735699230306,3.6201523995325493
61,3100,3.3142490651851952,3.6325567458354953
62,3150,3.2905829584738044,3.6357074269760616
63,3200,3.2942480974142376,3.623992340031879
64,3250,3.2949214101572766,3.600022598401255
65,3300,3.289943474808581,3.588449832383583
66,3350,3.2746572219578582,3.5827742927312314
67,3400,3.2694838324044717,3.5843984451105597
68,3450,3.2802751454493166,3.567729582132601
69,3500,3.279754899909849,3.558634336916913
70,3550,3.287287782835871,3.5605603215254513
71,3600,3.276886846000367,3.5516364045988986
72,3650,3.275799966576745,3.5441593351007854
73,3700,3.276135067806363,3.5384494390439762
74,3750,3.276362146875422,3.5334701250065947
75,3800,3.2661512034506264,3.5320002901127006
76,3850,3.254545373638821,3.518287766934116
77,3900,3.2525541382075454,3.516663092212225
78,3950,3.25663759125542,3.5077838008022084
79,4000,3.2527052963713374,3.5008924204920264
80,4050,3.254023980951399,3.492776765546896
81,4100,3.239972276517404,3.495080092913846
82,4150,3.2536638847338,3.489694451797494
83,4200,3.2420585989111617,3.4800603231867524
84,4250,3.2388102668230494,3.4818055766062286
85,4300,3.2450287972447827,3.478980105709539
86,4350,3.2700144356468663,3.4893298000564013
87,4400,3.2585631446998815,3.5124812033700947
88,4450,3.2548800712095325,3.507270046263222
89,4500,3.257149329587086,3.497651092874689
90,4550,3.261432399623467,3.4984260992018177
91,4600,3.2653631363415445,3.503974718151797
92,4650,3.2545550540513553,3.4989016994753417
93,4700,3.2528042171973834,3.5148348126888913
94,4750,3.255302334638964,3.5332306033132412
95,4800,3.264275595108738,3.534176995715213
96,4850,3.253708351095704,3.534409488453008
97,4900,3.2568150226249117,3.554355715576113
98,4950,3.245798936862441,3.5655538462822425
99,5000,3.246545671164635,3.577688082724982
100,5050,3.2467344906628686,3.5841060841350183
101,5100,3.2524707408318396,3.583141824729951
102,5150,3.258880328570926,3.573982183821541
103,5200,3.258903231909058,3.570408857288663
104,5250,3.25485685349351,3.5638597940893266
105,5300,3.250407292111436,3.5657004867069384
106,5350,3.242714173328188,3.5576127057099547
107,5400,3.2353846716826613,3.5473328272184963
108,5450,3.221716150221086,3.5507998205118194
109,5500,3.2233453161262804,3.5323707155021222
110,5550,3.2270941774755912,3.5378567733942266
111,5600,3.222028284044794,3.5364248913107508
112,5650,3.2250504696269764,3.523422995657771
113,5700,3.2247632016469012,3.5203738189960023
114,5750,3.221245093557753,3.5120844116370438
115,5800,3.213381491323319,3.510454731453025
116,5850,3.218707475538841,3.5052232514456807
117,5900,3.228744219613329,3.5086678368185567
118,5950,3.2234620171667805,3.5120206007417143
119,6000,3.221871805443934,3.5027222446844766
120,6050,3.2209010609478796,3.505836856619452
121,6100,3.2196588249116416,3.4921667348628875
122,6150,3.217517443094126,3.511843237273675
123,6200,3.2203236717350467,3.497557589858658
124,6250,3.225979399851172,3.487714240797835
125,6300,3.2226143682804813,3.4719545268926413
126,6350,3.223453886816396,3.4743584889863546
127,6400,3.2201509100238797,3.4746471619012937
128,6450,3.2202251460449,3.4673964788460805
129,6500,3.2098516136254953,3.4586960381001433
130,6550,3.2078421549557046,3.461417198542869
131,6600,3.2140372694871866,3.464593790595048
132,6650,3.2247590100194854,3.468941263918208
133,6700,3.216706729357358,3.4630082640741753
134,6750,3.211196133412553,3.4704688753112425
135,6800,3.207778634343282,3.4701197509192285
136,6850,3.205896811537611,3.466156907501175
137,6900,3.2184757044438266,3.463703947713173
138,6950,3.2191535623638647,3.4746046319226975
139,7000,3.2258158956360927,3.4762494706517795
140,7050,3.2189218719509323,3.471660290591039
141,7100,3.2129905879740863,3.471852100150327
142,7150,3.2092709242008026,3.467121844018186
143,7200,3.198616663088328,3.4692753501543505
144,7250,3.194845840119262,3.4588220792522293
145,7300,3.2002641646758034,3.4470656407131726
146,7350,3.2027067252758763,3.4432696785660575
147,7400,3.1976487256762725,3.4449211770677937
148,7450,3.195361355056572,3.443952265739022
149,7500,3.1930153171287654,3.4379522368693536
150,7550,3.1913865065430875,3.4369778738169567
151,7600,3.1928481746167576,3.4307712334611704
152,7650,3.188898195248064,3.426768150221492
153,7700,3.1999413059900403,3.4401031076282966
154,7750,3.2075735594835892,3.437309353603971
155,7800,3.203851399534812,3.437820359172465
156,7850,3.2045322825987137,3.4316977678232328
157,7900,3.2007208742673665,3.438265370716156
158,7950,3.1956241759738884,3.4300573701930634
159,8000,3.1980414540133557,3.4202134502523096
160,8050,3.1958081882720846,3.422065173368349
161,8100,3.1935810041895474,3.4242702206149236
162,8150,3.2004809822616327,3.4182909599581244
163,8200,3.196875001596246,3.4211081557537115
164,8250,3.1914204110274906,3.409349401472546
165,8300,3.18346371678508,3.4118858098317397
166,8350,3.1876510246425,3.4111322930920474
167,8400,3.205847694557152,3.407110220980108
168,8450,3.209919391996091,3.4078404388793624
169,8500,3.2088663728253968,3.4057599620013503
170,8550,3.202938042881313,3.403845579808859
171,8600,3.210161002852369,3.392162808950382
172,8650,3.211070224674713,3.394168534062483
173,8700,3.2165457548154577,3.3918002232842626
174,8750,3.212201887461103,3.390402692886617
175,8800,3.2137780372298255,3.387986470289985
176,8850,3.2140340867287733,3.388893067979271
177,8900,3.206259468258204,3.382829459420902
178,8950,3.2012626912163387,3.3829705918915667
179,9000,3.208683787279203,3.3801639829982957
180,9050,3.2138919071069276,3.378952299474419
181,9100,3.216523850888897,3.3837348193727474
182,9150,3.2163225139749585,3.3827618330255187
183,9200,3.212914134982971,3.3879085615437523
184,9250,3.210604696338175,3.3956210384430117
185,9300,3.206137872909425,3.3935881217494615
186,9350,3.2015993576125057,3.3895357174556686
187,9400,3.202795423411189,3.390030162585242
188,9450,3.203059722265113,3.388031435403209
189,9500,3.202175130699185,3.3870197024124735
190,9550,3.206251678706203,3.390700878097678
191,9600,3.202597379920099,3.386352599128981
192,9650,3.2052128267283644,3.3887427525268783
193,9700,3.206102712694308,3.3921782553763076
194,9750,3.2126692870306246,3.400335246805089
195,9800,3.2112419669699204,3.4104027836425943
196,9850,3.2063103187554747,3.410760747171887
197,9900,3.2121561271997945,3.4101564247136755
198,9950,3.21461482438282,3.4124592723913527
199,10000,3.221716494372832,3.4131033259540917
200,10050,3.2219838606741042,3.412157629349317
201,10100,3.217355531011495,3.4126043016064846
202,10150,3.2147088807752944,3.4098892617306995
203,10200,3.2184287330101884,3.4107511068763348
204,10250,3.2196450774708962,3.408403829324195
205,10300,3.2222514064995424,3.4070163969464664
206,10350,3.2206392998192297,3.4068966642368026
207,10400,3.224204699033312,3.406857865504206
208,10450,3.228637561278714,3.4062739861101945
209,10500,3.226388104649394,3.4030575135086574
210,10550,3.2223979836569088,3.400824760479146
211,10600,3.219102326508942,3.401961863726246
212,10650,3.2097948595369865,3.405833415401322
213,10700,3.205368528528883,3.404926480328754
214,10750,3.1983270835823596,3.3979581194365607
215,10800,3.193837594252256,3.3967572254534613
216,10850,3.192705775925852,3.3922483299471176
217,10900,3.1932732069742404,3.3992434937607787
218,10950,3.1871476612903384,3.399385190300209
219,11000,3.182967630960027,3.4042058050883894
220,11050,3.1826976240112734,3.404260705513436
221,11100,3.1779146033977828,3.402394881674606
222,11150,3.17750664711431,3.4051725755378097
223,11200,3.181541900944612,3.400046011974001
224,11250,3.185310226962,3.4008503384091915
225,11300,3.1885757808272883,3.3991164765207547
226,11350,3.1916583271362833,3.4041757574527187
227,11400,3.192604288437946,3.3989361749401454
228,11450,3.1973614931256558,3.396581146962841
229,11500,3.2025032501478643,3.399275385826609
230,11550,3.204783381220558,3.3998099657673917
231,11600,3.197192236977551,3.401318228611831
232,11650,3.1938394941720145,3.402977404737988
233,11700,3.191353953155023,3.4003589682252904
234,11750,3.1879250602417417,3.3980729884643552
235,11800,3.1884903396541864,3.3948822561878074
236,11850,3.1908838654521716,3.3935226157361904
237,11900,3.192941222018951,3.395879702774755
238,11950,3.194113843448773,3.392244937106162
239,12000,3.1891891189535784,3.3956242311740263
240,12050,3.186605940773159,3.3918171277296256
241,12100,3.1812107027468994,3.3915149035621717
242,12150,3.183100117277549,3.388330518492651
243,12200,3.182973457256747,3.387870060379105
244,12250,3.1847661536677654,3.390136717450868
245,12300,3.1872466785952858,3.383885742032991
246,12350,3.1879585731797193,3.383334670126112
247,12400,3.190458567436386,3.383773971668247
248,12450,3.185673957977039,3.385024181386296
249,12500,3.18833805391694,3.387309850763989
250,12550,3.186224057960279,3.388238221884357
251,12600,3.185423313689435,3.3951126477199263
252,12650,3.187707397508642,3.3933261974965077
253,12700,3.1848344157677086,3.389963799469279
254,12750,3.1799061867624627,3.3896405178557893
255,12800,3.181321441135754,3.3894162844437052
256,12850,3.186953932102726,3.3936066707769585
257,12900,3.183265673928836,3.3976549813343784
258,12950,3.186031029791217,3.39454662158337
259,13000,3.190822020540451,3.395421774764901
260,13050,3.1904423510924316,3.3996381002277096
261,13100,3.185424463202114,3.3993987971315596
262,13150,3.187675781245682,3.40007821948307
263,13200,3.191184563622955,3.402768185829792
264,13250,3.188730754391811,3.4070669891262293
265,13300,3.1892390388911016,3.409092751116408
266,13350,3.1917592480434513,3.4071539268822457
267,13400,3.193435606801723,3.40520399591818
268,13450,3.1972494573851726,3.4072356130944703
269,13500,3.198204271982199,3.406475814070346
270,13550,3.1972726892757692,3.407526168392042
271,13600,3.19778146689311,3.4075902349243776
272,13650,3.19926998412935,3.402568679932556
273,13700,3.1941897437250195,3.4126017153320802
274,13750,3.1917735413456882,3.408486046651409
275,13800,3.1876361350869606,3.4044330085549523
276,13850,3.186576070417764,3.403528549451131
277,13900,3.194680052453289,3.400893425347391
278,13950,3.1949630963927818,3.3984146495062486
279,14000,3.1991970540172256,3.404197981702337
280,14050,3.1979202168114176,3.4050865770305903
281,14100,3.1961152463016766,3.40477081600073
282,14150,3.1976207313415643,3.4083089953388153
283,14200,3.1946048358037777,3.4075946793106744
284,14250,3.192751619255506,3.406761157370963
285,14300,3.192218982786094,3.405946623008685
286,14350,3.191028426201292,3.4044794458911216
287,14400,3.1907190734214015,3.4045780418152183
288,14450,3.1867231161328777,3.4063658377981145
289,14500,3.1880343340941573,3.4105599181011796
290,14550,3.1880305602829777,3.411876749740753
291,14600,3.1864965781040886,3.4098177836334043
292,14650,3.18658654204268,3.4089892782282045
293,14700,3.189960630759755,3.4126494076659055
294,14750,3.188099340462561,3.410566578820116
295,14800,3.1869491527780403,3.4093137068184736
296,14850,3.187612612724758,3.40715526062959
297,14900,3.1855339523530395,3.4128448140438055
298,14950,3.18689606948553,3.4121107327451563
299,15000,3.19049561359976,3.4196326264571217
300,15050,3.188050761468518,3.417523329464864
301,15100,3.1842480957665606,3.415764763087833
302,15150,3.181279589914729,3.415699999984118
303,15200,3.178944867599248,3.418950622366073
304,15250,3.1745889737427695,3.4176753055173754
305,15300,3.17187878451437,3.4127202241088943
306,15350,3.175372174443611,3.4155224992836892
307,15400,3.177264479916483,3.415762148921314
308,15450,3.1778202578058212,3.41569584079871
309,15500,3.1753675441675844,3.416517405589667
310,15550,3.1744488058938476,3.416766722915463
311,15600,3.181173634021746,3.41823158412031
312,15650,3.179934554435993,3.418575699653128
313,15700,3.1790554749200712,3.4168903462482545
314,15750,3.1794209643335902,3.417226643802874
315,15800,3.1775433358094243,3.4176125837546008
316,15850,3.1780557375347374,3.4177219829975427
317,15900,3.1728982190766026,3.4139321547836103
318,15950,3.169683121078851,3.4163739938389526
319,16000,3.1723053315311955,3.413870102839188
320,16050,3.172546094215103,3.417700559837548
321,16100,3.170814399109228,3.416225414859909
322,16150,3.17329718080247,3.4126465813236853
323,16200,3.174505164888783,3.409592050310187
324,16250,3.175646994981431,3.405405645014928
325,16300,3.174440833592608,3.406429380242262
326,16350,3.175245894834372,3.4060016490044465
327,16400,3.174330265730834,3.408450766176164
328,16450,3.1715158564707213,3.4078408290117
329,16500,3.169656236018442,3.4069123331462055
330,16550,3.170308373181898,3.4061250487463353
331,16600,3.1699734185797914,3.4073693166575443
332,16650,3.1720234231558013,3.408785827384488
333,16700,3.1742768044502476,3.4109943662702986
334,16750,3.1753310633421155,3.4063816641097717
335,16800,3.174598772896407,3.4057609111806952
336,16850,3.17072986970202,3.4007455083884848
337,16900,3.1714100213540486,3.4029939795510726
338,16950,3.1690871495605863,3.405826117156591
339,17000,3.167189651326546,3.402509194121377
340,17050,3.169436375995881,3.4066883594163855
341,17100,3.1673381127179074,3.406398906002869
342,17150,3.1659936407870948,3.404597806954677
343,17200,3.16440635630059,3.405035680447463
344,17250,3.1672341445258767,3.40517868337277
345,17300,3.165532227868399,3.4088340123403595
346,17350,3.166594018719785,3.4106066991220305
347,17400,3.1648469540826154,3.408930867466435
348,17450,3.163037401614774,3.4075835577978264
349,17500,3.1643381325599487,3.4087268308235794
350,17550,3.1627997165294075,3.4121867489146114
351,17600,3.163763711779644,3.410147338893118
352,17650,3.1618457389146464,3.41159200898747
353,17700,3.1610458043043104,3.4097784502680755
354,17750,3.162657922626797,3.4100709210800124
355,17800,3.1651481724593147,3.4126068515900108
356,17850,3.1647247410092003,3.4154016258256545
357,17900,3.161041300535082,3.413490595008322
358,17950,3.160780754856105,3.411223272916103
359,18000,3.160273523076348,3.4109454690632357
360,18050,3.160982002523983,3.4108724013224827
361,18100,3.158028952239592,3.411121564836506
362,18150,3.1605399288828453,3.4092958382972123
363,18200,3.1632660772100554,3.408104692860597
364,18250,3.1656129719083976,3.408547235529569
365,18300,3.168774545462959,3.414366980576453
366,18350,3.1685690490065728,3.41681612602549
367,18400,3.1707861015559766,3.4171996492463323
368,18450,3.174316691313429,3.417929012607492
369,18500,3.1755646061713936,3.41576759986167
370,18550,3.173751473912632,3.4136980089997517
371,18600,3.1770666795889384,3.415709542233198
372,18650,3.1734271736427115,3.411388014845909
373,18700,3.1748566497565207,3.4105096560531254
374,18750,3.174322025534103,3.4080428757505903
375,18800,3.1711768151559765,3.4045872215946487
376,18850,3.1732406375634343,3.40631054192668
377,18900,3.1748151167810073,3.406135575697848
378,18950,3.1713266424655275,3.4093152233657853
379,19000,3.173661705268954,3.409944827459932
380,19050,3.1727579078891464,3.4084289498294797
381,19100,3.1745154679404664,3.406962571635349
382,19150,3.172677383530263,3.403330975091025
383,19200,3.1753948696990353,3.4030368241518154
384,19250,3.1734706768048984,3.403092027081078
385,19300,3.173794554989223,3.4023739241774944
386,19350,3.1753180628073183,3.3995726270454627
387,19400,3.1772515962258665,3.398351311003612
388,19450,3.1793192945947464,3.3975998625522466
389,19500,3.1814622620450352,3.398314207377871
390,19550,3.184033496302095,3.3936549010260793
391,19600,3.1849514189474672,3.394321782117623
392,19650,3.184465497010728,3.3936830704001846
393,19700,3.1805975657001584,3.391227105721833
394,19750,3.182784483182176,3.3879643878715124
395,19800,3.1811427675454467,3.389175510366883
396,19850,3.1800977748171424,3.38885267603245
397,19900,3.1832547991587465,3.3888099697663296
398,19950,3.18203704375329,3.3928835103614077
399,20000,3.181670103655412,3.393870119517957
400,20050,3.181738677668658,3.395816981312498
401,20100,3.1887167233302334,3.3945110799292038
402,20150,3.192943076331885,3.394378916886183
403,20200,3.1924733123150304,3.3925858500801622
404,20250,3.1918328809124046,3.3935725517567494
405,20300,3.192052324870929,3.394123039321545
406,20350,3.190474548611036,3.3945600140964616
407,20400,3.1885230425882742,3.396054556170462
408,20450,3.187336518488912,3.397999707133419
409,20500,3.185549279839403,3.399363898225444
410,20550,3.18550976784738,3.3977109025013683
411,20600,3.1838622844995528,3.3990135403079043
412,20650,3.188858872265884,3.399683463129545
413,20700,3.1893983880587253,3.401393750794631
414,20750,3.1895911002485806,3.4007211698783713
415,20800,3.191272860722048,3.402895989668612
416,20850,3.189594113048842,3.4036465115523877
417,20900,3.1888143082506346,3.4038824214594703
418,20950,3.189127237972128,3.4059243468825495
419,21000,3.1911209592112115,3.404780422518902
420,21050,3.190560788598424,3.4059650264544152
421,21100,3.1893308676750904,3.4037482559565575
422,21150,3.1904138067444623,3.404967302159269
423,21200,3.191290663941038,3.4053698693744328
424,21250,3.193695222124115,3.405041067487705
425,21300,3.1940332567528436,3.4042343246618727
426,21350,3.192065695060243,3.404492198325252
427,21400,3.1923890576378295,3.404664739618311
428,21450,3.1933663911934804,3.404248453379358
429,21500,3.191941637470787,3.403925897872113
430,21550,3.19203402152985,3.4014715479244733
431,21600,3.1930227613414535,3.40256391252835
432,21650,3.190119281843758,3.402777718233397
433,21700,3.1891505664673723,3.399873869993246
434,21750,3.19200971702438,3.3983536008511956
435,21800,3.1888609406383046,3.397945612778706
436,21850,3.185784438163442,3.3975821122514676
437,21900,3.1863429260768,3.3987923144450916
438,21950,3.1873753533602724,3.4000165829239886
439,22000,3.188757472362272,3.3974120721141463
440,22050,3.188121111486845,3.3961348647493503
441,22100,3.1888979779673656,3.3971804149564067
442,22150,3.1887785775612856,3.3982589843537756
443,22200,3.188781078423824,3.396950575210534
444,22250,3.1897579970930003,3.394083425641301
445,22300,3.1882811858566638,3.3954782789015674
446,22350,3.1875085368965004,3.3956611928928644
447,22400,3.189150542344959,3.394264351186903
448,22450,3.192807453592981,3.393768119914834
449,22500,3.196628273743965,3.39535995603198
450,22550,3.198454770909642,3.3975468994863105
451,22600,3.201826221552204,3.3983991771088484
452,22650,3.199340760293052,3.4006278865547537
453,22700,3.200124024834237,3.400029726628712
454,22750,3.1997744769504157,3.3981727981239325
455,22800,3.200561012557882,3.3975038043755053
456,22850,3.202714536077721,3.39794289419296
457,22900,3.203942335057973,3.4023291366674995
458,22950,3.2050960475815655,3.4026515964339636
459,23000,3.2034249154574206,3.4003949223983962
460,23050,3.202725807304516,3.4022004451053265
461,23100,3.206070755875914,3.4008368943432887
462,23150,3.2031471034850436,3.403780277995557
463,23200,3.2024893570437523,3.40357473890678
464,23250,3.2045498407886615,3.403301217828044
465,23300,3.2058028199440205,3.404014982393662
466,23350,3.2085018250106874,3.404143570266023
467,23400,3.2057994567555546,3.405236564898272
468,23450,3.204181132002802,3.4060358719412123
469,23500,3.2063878618200863,3.403778319973648
470,23550,3.2074924102786606,3.404007506005201
471,23600,3.208112967734419,3.4050445072633457
472,23650,3.2085615954082125,3.4026906316203753
473,23700,3.2096881683237566,3.4010653917578417
474,23750,3.2107583709350673,3.40041918402879
475,23800,3.2111394218770757,3.3997338460215225
476,23850,3.211645135194353,3.398824618276743
477,23900,3.212282339344453,3.3992628120761776
478,23950,3.2128034573579747,3.3991450727411814
479,24000,3.2104284958942895,3.401898179736366
480,24050,3.211643080255208,3.400279380516969
481,24100,3.2112969371637403,3.4018869299157903
482,24150,3.211012824890971,3.402590899954839
483,24200,3.2131588916475353,3.4013832079091344
484,24250,3.2149525979647393,3.402199435116925
485,24300,3.2136545683315014,3.405801891899204
486,24350,3.213677285461194,3.4048994618222967
487,24400,3.2140891084186416,3.4061178187800887
488,24450,3.2147915197317634,3.405596719350365
489,24500,3.213154866973489,3.4061039179067176
490,24550,3.2122201562930393,3.406421109308905
491,24600,3.2133454021871852,3.4065873502836905
492,24650,3.2135866160719644,3.4087129854410607
493,24700,3.2122561766170685,3.4127444087005627
494,24750,3.210490258057415,3.4134353047144415
495,24800,3.211607615722042,3.41344161525885
496,24850,3.210962310207637,3.4126730733781874
497,24900,3.2102119402534317,3.4147533278300566
498,24950,3.2111271013874267,3.4132416056133317
499,25000,3.2124228564576036,3.411886196789707
500,25050,3.213889582097706,3.411601649643781
501,25100,3.2110177474947146,3.4115693340921642
502,25150,3.2116233211518876,3.4102494100116667
503,25200,3.21178227269496,3.4105018789262624
504,25250,3.2120903222045656,3.4071360898219325
505,25300,3.210820081817338,3.4053165880507823
506,25350,3.2108257557794033,3.4055467965769153
507,25400,3.207745572556077,3.4027913033529145
508,25450,3.2082301578538095,3.4021387862347514
509,25500,3.2062064123814267,3.3995547962819153
