,Nb_iterations,Put_down_and_out
0,50,0.5567949140628301
1,100,0.6430677771697266
2,150,0.4969997352593628
3,200,0.570827385652209
4,250,0.5069122972479283
5,300,0.5497477272398132
6,350,0.5384734117534454
7,400,0.527101214554057
8,450,0.5059840757717224
9,500,0.5024300953696182
10,550,0.5047161492311791
11,600,0.5010894240707771
12,650,0.4977592525916088
13,700,0.4880235812294241
14,750,0.4994425528035384
15,800,0.5008809057463308
16,850,0.5008915433406737
17,900,0.499742048337294
18,950,0.4995668293864962
19,1000,0.5205742276350138
20,1050,0.5127392498321642
21,1100,0.5079531560909551
22,1150,0.5076872536093158
23,1200,0.498919652511121
24,1250,0.5079979641177749
25,1300,0.5080647486748248
26,1350,0.5007439590275236
27,1400,0.5014566584339124
28,1450,0.49849310235781524
29,1500,0.4969512851117257
30,1550,0.49110707974244167
31,1600,0.4937469678490396
32,1650,0.4962314809525613
33,1700,0.49493950509037704
34,1750,0.4972610467107999
35,1800,0.502977631181755
36,1850,0.49977051545811907
37,1900,0.5029196976172206
38,1950,0.5112763885327868
39,2000,0.5157031506855704
40,2050,0.5236574288741953
41,2100,0.5174116639570945
42,2150,0.5240380652955308
43,2200,0.5219128459474622
44,2250,0.5171865766138535
45,2300,0.5264161003896515
46,2350,0.5400714707337353
47,2400,0.5374856525295792
48,2450,0.5312967292207963
49,2500,0.5358369554799964
50,2550,0.5443438550099089
51,2600,0.5438644576492045
52,2650,0.5391723358782731
53,2700,0.534489087830966
54,2750,0.5342241027848551
55,2800,0.5386421753326713
56,2850,0.5398278134981528
57,2900,0.5361537339580796
58,2950,0.5348133490516919
59,3000,0.5277320737553083
60,3050,0.5280023874573617
61,3100,0.53363519461065
62,3150,0.5383814839797664
63,3200,0.5347354590211499
64,3250,0.5297644962051296
65,3300,0.5258170973286559
66,3350,0.5223759898288975
67,3400,0.5211221326553577
68,3450,0.520425071458326
69,3500,0.5244006500091005
70,3550,0.5296823325019392
71,3600,0.5258405414264901
72,3650,0.5276361765351979
73,3700,0.5264226382460232
74,3750,0.5283148775947205
75,3800,0.5294163764348527
76,3850,0.5292225224599747
77,3900,0.5266294550375795
78,3950,0.5240099133700384
79,4000,0.5254015466492646
80,4050,0.5249500311830182
81,4100,0.5256105320475276
82,4150,0.5250840587651617
83,4200,0.5289585721549985
84,4250,0.5275637506701528
85,4300,0.5263316066801432
86,4350,0.5242025762383867
87,4400,0.5263638947117081
88,4450,0.5243775580737033
89,4500,0.5289937628343409
90,4550,0.5286241618019035
91,4600,0.5300906895703957
92,4650,0.5287909026916012
93,4700,0.5265141835668072
94,4750,0.5348974650332704
95,4800,0.5350945376825055
96,4850,0.5392268098533735
97,4900,0.5384734585427886
98,4950,0.5377226093163505
99,5000,0.5392343113570771
100,5050,0.5367977896537935
101,5100,0.5343406851946226
102,5150,0.533489505038012
103,5200,0.5370690607575888
104,5250,0.5400673770500694
105,5300,0.5407353526533873
106,5350,0.538987345069941
107,5400,0.5406907762514416
108,5450,0.5412141672981172
109,5500,0.5404777446786446
110,5550,0.5384192321958579
111,5600,0.5389354108801924
112,5650,0.5392101067754823
113,5700,0.5372465004188003
114,5750,0.5369778097451845
115,5800,0.5369645691697411
116,5850,0.5380722428586707
117,5900,0.5376088368967018
118,5950,0.5348823526964875
119,6000,0.5340113276084681
120,6050,0.533667828142094
121,6100,0.5325936425556684
122,6150,0.5341780244572465
123,6200,0.5318290714763807
124,6250,0.5325637968246578
125,6300,0.5342653991185002
126,6350,0.5324904733862482
127,6400,0.5326076904814185
128,6450,0.5324067441117386
129,6500,0.5329748881051103
130,6550,0.5300331595566703
131,6600,0.5306847475762274
132,6650,0.531301359551492
133,6700,0.5308228061484057
134,6750,0.532395495102929
135,6800,0.5316167588479497
136,6850,0.5309465909411119
137,6900,0.5297883468709222
138,6950,0.5279306227862758
139,7000,0.5265526314692995
140,7050,0.5247580651648267
141,7100,0.5277996924430028
142,7150,0.5282240935620387
143,7200,0.5281548318053726
144,7250,0.5294109071737984
145,7300,0.5307676477863875
146,7350,0.5292201423369757
147,7400,0.5293035742218503
148,7450,0.5307347130464737
149,7500,0.5300836909282755
150,7550,0.5304838617287659
151,7600,0.5300771709715123
152,7650,0.5302549580799463
153,7700,0.5317151121229757
154,7750,0.532813105224498
155,7800,0.5311878962282406
156,7850,0.5317232001146507
157,7900,0.5317260824695001
158,7950,0.532303302241039
159,8000,0.5311012358864401
160,8050,0.5309631141322005
161,8100,0.5326809958316113
162,8150,0.531692084511994
163,8200,0.5323011651375413
164,8250,0.5330138140748282
165,8300,0.5317639912689456
166,8350,0.530624439361491
167,8400,0.5297979791630728
168,8450,0.5295028670146608
169,8500,0.5304996840647062
170,8550,0.5313055010754018
171,8600,0.5304063670108982
172,8650,0.5299067756077446
173,8700,0.5306584923768733
174,8750,0.5306559444325986
175,8800,0.5295176891508073
176,8850,0.5326264400028414
177,8900,0.5310744807562334
178,8950,0.5310274453061968
179,9000,0.5288240798691823
180,9050,0.5295842847351097
181,9100,0.5296742683721642
182,9150,0.5281735677461401
183,9200,0.5278716331708933
184,9250,0.5259641301419204
185,9300,0.5261693070858922
186,9350,0.5263827482924034
187,9400,0.5270608814984291
188,9450,0.5268222431587409
189,9500,0.5253260434213951
190,9550,0.5255604101666955
191,9600,0.526900845153741
192,9650,0.5303727845773956
193,9700,0.5309613073555078
194,9750,0.5310315136278255
195,9800,0.530244605451718
196,9850,0.5311516651423469
197,9900,0.5326197986620785
198,9950,0.533158438723539
199,10000,0.5329196896749471
200,10050,0.5334604940554534
201,10100,0.5329095063085384
202,10150,0.5338512932685902
203,10200,0.5352903353023151
204,10250,0.5351293444964832
205,10300,0.5343047018809464
206,10350,0.5355750820506848
207,10400,0.5352709692875564
208,10450,0.5362089079871148
209,10500,0.5350154797515692
210,10550,0.5354517336767708
211,10600,0.5357340267077957
212,10650,0.5353420637010881
213,10700,0.533703109661713
214,10750,0.5340767608753526
215,10800,0.5340793042288889
216,10850,0.5335876858879989
217,10900,0.5348644650936095
218,10950,0.5352338936185682
219,11000,0.5352195434014543
220,11050,0.5340980939356496
221,11100,0.5334693517678509
222,11150,0.532358344849979
223,11200,0.5338956866205551
224,11250,0.53369258079615
225,11300,0.532346943737403
226,11350,0.5300441196857578
227,11400,0.5294267504717093
228,11450,0.5297232089807581
229,11500,0.5287206972209211
230,11550,0.5282581833720176
231,11600,0.5275087645103228
232,11650,0.5264060737865852
233,11700,0.5264908491524379
234,11750,0.5258877062404271
235,11800,0.5274644937765809
236,11850,0.5260710016627851
237,11900,0.527901156870769
238,11950,0.527908789733799
239,12000,0.5279976763082225
240,12050,0.5284416063031049
241,12100,0.5280507942844302
242,12150,0.5278624675913539
243,12200,0.528558021096143
244,12250,0.5292751461999424
245,12300,0.5283092570705551
246,12350,0.5295469301236505
247,12400,0.5306843993195435
248,12450,0.5297272180700682
249,12500,0.5289868415926805
250,12550,0.528233815352651
251,12600,0.5270883372473644
252,12650,0.5275599366935604
253,12700,0.5278006056016032
254,12750,0.5272530982363035
255,12800,0.5269747308312336
256,12850,0.5272715183952336
257,12900,0.526888794481475
258,12950,0.527421124506454
259,13000,0.5274793512096293
260,13050,0.5276386749154077
261,13100,0.5275142932407854
262,13150,0.5265653037914347
263,13200,0.5254520594550097
264,13250,0.525099613751619
265,13300,0.5239141584496841
266,13350,0.5250220502280866
267,13400,0.5251955912710736
268,13450,0.525284505025057
269,13500,0.5244892697351519
270,13550,0.52551317860868
271,13600,0.5256141704864571
272,13650,0.5259547034987911
273,13700,0.5253514278207737
274,13750,0.5264846257773345
275,13800,0.5263623479157017
276,13850,0.527081644768573
277,13900,0.5264579432043837
278,13950,0.5284070274572608
279,14000,0.5273882067688584
280,14050,0.5270850788125975
281,14100,0.5274596381441241
282,14150,0.5275788805922642
283,14200,0.5277229395563754
284,14250,0.5273331678091419
285,14300,0.5271794845026598
286,14350,0.5276999338028553
287,14400,0.528156730407847
288,14450,0.5288770561909271
289,14500,0.5280504962156022
290,14550,0.5285434472030993
291,14600,0.5290969819016595
292,14650,0.5283598830295948
293,14700,0.5289055581591662
294,14750,0.5284836710091579
295,14800,0.528707970208856
296,14850,0.5279086905925017
297,14900,0.5271173645574039
298,14950,0.5273439431235741
299,15000,0.5282381656590657
300,15050,0.5285630927970153
301,15100,0.5285235203982336
302,15150,0.5283485731319875
303,15200,0.5292651140200879
304,15250,0.5295853056641516
305,15300,0.5295028121235573
306,15350,0.5295583713247017
307,15400,0.5295126152574099
308,15450,0.5287675608559768
309,15500,0.5295486878247084
310,15550,0.5301030536838933
311,15600,0.5305434026222312
312,15650,0.5302930865359035
313,15700,0.5302866903125133
314,15750,0.5299097680363835
315,15800,0.5297284151517808
316,15850,0.5295485650399822
317,15900,0.5296253121640303
318,15950,0.5300063025968937
319,16000,0.5293987272387446
320,16050,0.5290248997975082
321,16100,0.528501158337162
322,16150,0.5277848650738389
323,16200,0.5271304341161295
324,16250,0.5273602167971291
325,16300,0.5278593826584775
326,16350,0.5289953001016745
327,16400,0.5291852563828923
328,16450,0.529437633612298
329,16500,0.5290105441855656
330,16550,0.5288776857110351
331,16600,0.5283084965394086
332,16650,0.5296938954792548
333,16700,0.529195243372723
334,16750,0.5288325221694467
335,16800,0.5286266267776458
336,16850,0.5290383726105877
337,16900,0.5293750091360099
338,16950,0.5289745140336145
339,17000,0.528328782759633
340,17050,0.5282171288894324
341,17100,0.5284367676819802
342,17150,0.5279309681129585
343,17200,0.527980039201647
344,17250,0.5292385679609406
345,17300,0.5298024559032135
346,17350,0.529659827519143
347,17400,0.5298195962346367
348,17450,0.5302085821783987
349,17500,0.5301591121587457
350,17550,0.529608360352628
351,17600,0.5283300512307488
352,17650,0.5284580561670043
353,17700,0.5286344867161636
354,17750,0.5284865174375522
355,17800,0.5273429819323185
356,17850,0.5272825903238586
357,17900,0.5268642026055477
358,17950,0.5268142830554801
359,18000,0.5275533836452234
360,18050,0.5274171848844897
361,18100,0.5267987882208928
362,18150,0.525787609949046
363,18200,0.5252147606444886
364,18250,0.5253085780946628
365,18300,0.5247418953082453
366,18350,0.5249892162886193
367,18400,0.5253909485611089
368,18450,0.525502903529732
369,18500,0.5256335847420331
370,18550,0.5256303042708997
371,18600,0.5250376072127675
372,18650,0.5254790268242763
373,18700,0.525207919223631
374,18750,0.5244621735945052
375,18800,0.5238542992508473
376,18850,0.5239057327813653
377,18900,0.5233028934277634
378,18950,0.522266557528325
379,19000,0.5218614074894055
380,19050,0.5213542039576206
381,19100,0.5220317300662359
382,19150,0.5219040493312801
383,19200,0.5219488157975769
384,19250,0.5218552596361966
385,19300,0.521420904844341
386,19350,0.5205761336605202
387,19400,0.5209264061749023
388,19450,0.5211812552608539
389,19500,0.522007301085719
390,19550,0.5218709324721789
391,19600,0.522475639791004
392,19650,0.5224870891991481
393,19700,0.5216097609523026
394,19750,0.5212401368335807
395,19800,0.5206642632542667
396,19850,0.5206468306172292
397,19900,0.5204323696081344
398,19950,0.5197151915441053
399,20000,0.5189505299385873
400,20050,0.5190917695091238
401,20100,0.5187811358756529
402,20150,0.5177498891998296
403,20200,0.5175724114293914
404,20250,0.5172267568891294
405,20300,0.5171861526416959
406,20350,0.5171631557357705
407,20400,0.51681105427068
408,20450,0.5160846738867713
409,20500,0.5156393652415228
410,20550,0.5156484252220943
411,20600,0.51522581384069
412,20650,0.5148726476344356
413,20700,0.5159344457074898
414,20750,0.5156670838933456
415,20800,0.5159816910255568
416,20850,0.5158987892335851
417,20900,0.5159564758786287
418,20950,0.5158822417919254
419,21000,0.5162867057279337
420,21050,0.5161164221582503
421,21100,0.5163560127682414
422,21150,0.5168364762441653
423,21200,0.5171029644100451
424,21250,0.516997427757056
425,21300,0.5163445386518707
426,21350,0.5165481594669106
427,21400,0.5168607753731819
428,21450,0.5161601453528112
429,21500,0.516212117171049
430,21550,0.5159316774292301
431,21600,0.515071427487496
432,21650,0.5150254759283731
433,21700,0.5154302258685379
434,21750,0.5153458005273333
435,21800,0.5155887834404913
436,21850,0.5155873650790898
437,21900,0.5154142065297902
438,21950,0.5162023922944204
439,22000,0.5160980469610669
440,22050,0.515951732334346
441,22100,0.5161255706048962
442,22150,0.5157627838982395
443,22200,0.5158708759025312
444,22250,0.5157321983766027
445,22300,0.5161110734668624
446,22350,0.5157004770560293
447,22400,0.515431728280528
448,22450,0.5148869628657684
449,22500,0.5145965848852846
450,22550,0.5147027160675521
451,22600,0.5159150874350016
452,22650,0.5161235063064902
453,22700,0.5163650242225726
454,22750,0.5168198287332706
455,22800,0.5170587220308467
456,22850,0.5168135403796048
457,22900,0.5175840479180109
458,22950,0.5173809644343667
459,23000,0.5168895388448042
460,23050,0.517702366357074
461,23100,0.5172956898728641
462,23150,0.5174057714823834
463,23200,0.5172607063728675
464,23250,0.5174298355521146
465,23300,0.5186187550422588
466,23350,0.5193335868831916
467,23400,0.519994125776396
468,23450,0.520010624783853
469,23500,0.520305678205857
470,23550,0.5199274746831565
471,23600,0.5198664505697949
472,23650,0.5202720958762942
473,23700,0.5201855987815144
474,23750,0.5202613194123383
475,23800,0.5202105496137347
476,23850,0.5196306068248194
477,23900,0.51920786158693
478,23950,0.5185787321486446
479,24000,0.5187189407738819
480,24050,0.5183925862643062
481,24100,0.5189493142681989
482,24150,0.5189223803775432
483,24200,0.5191165932308034
484,24250,0.5195027277102889
485,24300,0.5198790863449351
486,24350,0.5200808360116576
487,24400,0.5197559389277223
488,24450,0.5194763348553892
489,24500,0.5194915534333181
490,24550,0.5194865016988509
491,24600,0.5194597529765581
492,24650,0.5203517094757474
493,24700,0.5199881422413057
494,24750,0.5202805948759834
495,24800,0.520433802087712
496,24850,0.521598100410576
497,24900,0.5226761656982809
498,24950,0.5224547764701191
499,25000,0.5220495918801771
500,25050,0.5223829372908054
501,25100,0.5226118178664978
502,25150,0.5232101198426754
503,25200,0.5230902990842328
504,25250,0.5229920809495533
505,25300,0.5231302175105256
506,25350,0.5227588210058657
507,25400,0.5232872529296644
508,25450,0.5233128289541749
509,25500,0.5227774468185036
510,25550,0.522858390262338
511,25600,0.523021018809447
512,25650,0.5229756239338896
513,25700,0.5235791440631016
514,25750,0.523169616097033
515,25800,0.5230548566870553
516,25850,0.5231735155241237
517,25900,0.523029256321264
518,25950,0.5228486079061812
519,26000,0.5230333833180837
520,26050,0.5226819502090649
521,26100,0.522785533396387
522,26150,0.522983638609075
523,26200,0.5234395020038184
524,26250,0.5238542590627662
525,26300,0.5241979875363836
526,26350,0.5240759745482475
527,26400,0.5234273767920729
528,26450,0.523106127345655
529,26500,0.5235691195385777
530,26550,0.5238779360806154
531,26600,0.5237725051179511
532,26650,0.523674681833175
533,26700,0.5232140721008991
534,26750,0.522917910205544
535,26800,0.5241159342063463
536,26850,0.5242834442670552
537,26900,0.5243835675098848
538,26950,0.5243945110803733
539,27000,0.5245422457526073
540,27050,0.5248611984219512
541,27100,0.5250944598977338
542,27150,0.525216876805444
543,27200,0.5254125582666721
544,27250,0.5257747992738764
545,27300,0.5262411771452903
546,27350,0.5262045070692218
547,27400,0.5272460942642688
548,27450,0.5275286711073481
549,27500,0.5277510209131349
550,27550,0.5273264243709442
551,27600,0.5270692228705564
552,27650,0.526809491672382
553,27700,0.5264856527307068
554,27750,0.5262898531757305
555,27800,0.5262892986100184
556,27850,0.5265590120097186
557,27900,0.5266013232923243
558,27950,0.5264729608825754
559,28000,0.5266788356084647
560,28050,0.5266036311282242
561,28100,0.5265308624921327
562,28150,0.5270823032188566
563,28200,0.526756914808903
564,28250,0.5270214391412139
565,28300,0.5269614022532745
566,28350,0.5276785771037871
567,28400,0.5273600190754969
568,28450,0.5277057648779658
569,28500,0.5278538645464282
570,28550,0.5278205451706479
571,28600,0.5276854189400028
572,28650,0.5278554897379141
573,28700,0.5284425524731626
574,28750,0.5286387235824462
575,28800,0.5284571839071492
576,28850,0.528281415393011
577,28900,0.5286532787771502
578,28950,0.5281151715605896
579,29000,0.5278529099524255
580,29050,0.5279690121801226
581,29100,0.5276848044161756
582,29150,0.5281282997891622
583,29200,0.5280076180777532
584,29250,0.5286241854831172
585,29300,0.5283858081460839
586,29350,0.5286365261026083
587,29400,0.5282732158797883
588,29450,0.5283132116718307
589,29500,0.527929235585976
590,29550,0.528233048121644
591,29600,0.5286349008786622
592,29650,0.528596548191399
593,29700,0.5292450535296246
594,29750,0.529350205395221
595,29800,0.5295043186884887
596,29850,0.5298318111575615
597,29900,0.5298221576944158
598,29950,0.5298332763347301
599,30000,0.5294983314311226
600,30050,0.5288910099892785
601,30100,0.5283898787370453
602,30150,0.5281979095554725
603,30200,0.5281895751438134
604,30250,0.5283034412091892
605,30300,0.5288378123458267
606,30350,0.5289122228639255
607,30400,0.5290577428172024
608,30450,0.5293528248015216
609,30500,0.5299156385254354
610,30550,0.5296201933130484
611,30600,0.5290164348385992
612,30650,0.5285438164242513
613,30700,0.5285210843186843
614,30750,0.5287617164903797
615,30800,0.5293247701919288
616,30850,0.5294267148286588
617,30900,0.5291514710755915
618,30950,0.5294129557198803
619,31000,0.5297316853630911
620,31050,0.5302572455187863
621,31100,0.5304074292975135
622,31150,0.5300132497754341
623,31200,0.5298184141622052
624,31250,0.5294345995750034
625,31300,0.5294877756856113
626,31350,0.5300411576098281
627,31400,0.530173272099456
628,31450,0.5299745627530723
629,31500,0.5297129045951248
630,31550,0.5295960386376799
631,31600,0.5293419657025445
632,31650,0.5292503028164505
633,31700,0.5297691418709168
634,31750,0.5298913218292672
635,31800,0.5301983442953541
636,31850,0.5311922501683187
637,31900,0.5314360526244712
638,31950,0.5311666601551671
639,32000,0.5310142985411985
640,32050,0.5307952714251133
641,32100,0.5307980043752425
642,32150,0.5313722149239939
643,32200,0.5315603419911189
644,32250,0.5311668733467357
645,32300,0.5312576717551855
646,32350,0.5310117387817841
647,32400,0.5308120559702239
648,32450,0.5309110199365081
649,32500,0.5313146373713525
650,32550,0.5312520014332548
651,32600,0.5311174611374663
652,32650,0.5312636343240622
653,32700,0.5311718886994379
654,32750,0.5313447108331028
655,32800,0.5310070928184049
656,32850,0.5306558198567262
657,32900,0.5304556115468732
658,32950,0.5303740051695349
659,33000,0.5303633785646392
660,33050,0.5304413100433321
661,33100,0.5303328850977483
662,33150,0.5302152896135144
663,33200,0.530553493731416
664,33250,0.5303536728155195
665,33300,0.5298044575895148
666,33350,0.529995261272309
667,33400,0.5295477807916942
668,33450,0.5290432624516146
669,33500,0.5290895581018701
670,33550,0.5289921637308115
671,33600,0.5294381058144974
672,33650,0.5290659930684871
673,33700,0.5287912439077687
674,33750,0.5290227039107248
675,33800,0.529073810532336
676,33850,0.528681035540266
677,33900,0.5290413595629467
678,33950,0.5293259867671486
679,34000,0.5289398019643087
680,34050,0.5289662459493277
681,34100,0.5293919476243787
682,34150,0.5294577657226884
683,34200,0.5295030204059882
684,34250,0.5297313468600229
